Age,Gender,Annual Income,Spending Score,Potensial
65,0,176,60,0
75,0,23,90,0
81,0,196,59,0
47,0,38,99,0
86,0,109,60,0
52,1,38,77,1
26,1,45,9,0
39,1,98,43,0
36,1,32,73,0
70,1,121,3,0
51,0,110,74,0
65,0,32,69,0
23,1,185,68,0
55,1,42,50,0
84,1,115,54,0
70,1,28,46,1
78,1,57,69,0
42,0,181,46,0
62,1,43,79,1
48,1,26,53,1
80,1,104,37,0
20,1,82,29,0
37,1,171,84,0
45,1,134,32,0
83,0,101,91,0
66,1,99,54,0
88,1,35,25,0
80,1,100,7,0
52,0,25,48,1
38,1,31,51,1
68,0,97,46,0
88,1,167,53,0
62,0,154,15,0
43,1,70,2,0
31,0,59,8,0
63,0,74,10,0
48,1,182,39,0
32,1,140,97,0
67,1,185,41,0
25,0,179,93,0
75,0,82,1,0
62,0,124,53,1
90,0,175,36,0
31,1,192,38,0
66,0,89,53,0
45,1,24,66,0
46,0,195,98,0
32,0,101,41,0
48,1,183,59,0
62,0,100,60,0
19,0,94,91,0
85,0,188,38,0
47,1,60,18,1
29,1,199,49,0
75,1,152,78,0
70,0,36,23,1
85,1,66,48,0
34,1,183,73,0
73,0,175,44,0
71,1,69,43,1
62,1,155,55,0
64,0,94,8,0
44,0,123,89,1
35,0,59,48,0
46,1,166,57,0
89,0,125,36,0
86,0,41,35,0
87,0,69,17,0
55,0,114,52,0
65,1,54,98,0
57,0,74,41,0
49,1,97,49,0
80,0,103,63,0
81,0,175,47,0
76,1,178,51,0
56,1,145,51,0
78,0,102,38,0
50,0,24,57,1
82,0,39,11,0
74,1,29,67,0
43,0,187,76,0
68,1,90,14,0
26,0,162,61,0
61,0,41,77,1
18,1,169,70,0
21,1,21,37,0
87,0,109,53,0
65,0,46,15,0
76,1,200,59,0
88,1,89,33,0
27,0,169,64,0
34,1,46,9,0
59,0,137,23,0
33,0,159,82,0
40,1,27,49,1
48,1,30,55,1
61,1,174,98,0
64,0,55,5,0
86,0,100,35,0
76,1,174,27,0
55,1,50,89,0
32,1,138,21,0
54,1,42,57,0
29,1,28,61,0
36,1,69,50,1
88,0,85,30,0
75,0,135,35,0
61,0,35,77,1
44,0,53,89,0
86,0,145,25,0
32,0,36,6,0
31,1,105,84,0
89,1,96,94,0
26,0,194,42,0
76,1,76,25,0
90,0,190,1,0
74,1,36,59,0
65,0,187,51,0
84,1,85,71,0
81,0,146,90,0
55,1,155,46,0
43,1,73,15,1
26,1,32,52,1
69,1,152,75,0
53,1,31,49,1
83,0,151,50,0
77,0,136,64,0
37,0,162,92,0
82,1,110,83,0
31,0,119,79,0
53,0,182,22,0
58,0,122,41,0
24,0,172,23,0
75,0,128,93,0
85,0,116,70,0
40,0,123,73,1
61,1,29,82,1
83,0,25,24,0
49,1,104,69,0
49,1,74,47,1
39,1,87,39,0
42,0,149,40,0
60,0,108,8,0
26,1,111,91,0
61,0,36,12,0
20,0,37,99,0
28,0,52,68,0
66,1,64,65,0
41,1,42,66,0
24,0,199,100,0
57,1,97,64,0
21,0,62,81,1
69,1,84,91,0
58,1,99,34,0
66,0,54,11,0
83,0,148,39,0
38,1,148,87,0
74,0,180,5,0
23,0,24,89,0
51,0,184,78,0
20,0,156,55,0
73,0,176,68,0
63,0,178,70,0
66,0,122,79,1
71,1,78,84,1
25,1,24,67,0
59,1,72,12,0
53,1,55,20,0
53,0,68,87,0
41,0,21,74,1
28,0,121,76,1
37,1,139,94,0
48,0,65,30,0
84,0,79,89,0
49,1,174,92,0
74,0,88,49,0
67,0,63,25,1
84,0,192,29,0
68,0,116,31,0
33,0,200,89,0
59,0,136,91,0
22,0,28,21,1
31,1,98,26,0
62,1,75,55,1
70,1,30,29,0
33,0,186,41,0
60,0,140,35,0
28,0,164,96,0
53,1,110,60,0
66,0,143,76,0
28,1,75,53,1
52,0,155,13,0
58,1,155,96,0
36,0,35,78,0
55,0,197,30,0
29,0,120,1,0
26,1,190,89,0
38,0,102,37,0
76,1,23,81,0
52,1,58,52,0
86,1,163,62,0
35,0,39,96,0
18,0,167,51,0
65,1,140,41,0
69,1,184,34,0
83,1,63,29,0
55,0,91,70,0
30,0,34,78,0
44,0,121,55,1
76,0,126,93,0
56,0,108,97,0
70,0,162,36,0
32,1,25,58,0
63,1,72,36,0
76,1,53,71,0
19,0,51,21,0
68,1,125,7,0
87,1,101,50,0
81,0,90,36,0
79,0,170,8,0
89,1,145,56,0
76,1,48,98,0
27,0,160,44,0
50,1,108,1,0
29,0,75,15,1
61,1,124,6,0
34,0,82,85,0
37,1,133,91,0
36,0,84,29,0
48,1,156,43,0
44,0,71,65,0
26,0,196,6,0
76,0,110,86,0
68,0,194,87,0
75,0,30,43,0
50,1,176,26,0
32,0,42,4,0
69,1,176,22,0
25,0,104,49,0
33,1,37,15,0
32,0,176,22,0
79,0,79,92,0
75,0,36,39,0
57,1,23,24,0
27,1,89,87,0
52,1,187,47,0
27,1,60,38,0
75,1,142,88,0
79,1,63,43,0
64,1,31,44,1
24,1,98,19,0
81,1,149,23,0
28,1,106,28,0
31,0,21,17,0
46,0,41,16,1
46,1,78,88,1
49,1,56,73,0
77,1,23,28,0
72,1,106,7,0
48,1,99,29,0
33,0,57,80,0
72,1,145,10,0
84,0,38,10,0
32,0,91,6,0
30,0,188,67,0
68,1,21,77,1
71,1,197,15,0
72,0,100,78,0
83,1,80,77,0
30,1,72,16,0
38,0,193,71,0
40,1,68,21,1
28,1,182,13,0
28,1,71,33,0
51,0,164,63,0
40,1,125,63,0
53,1,174,37,0
79,1,121,23,0
85,0,59,28,0
89,1,91,13,0
89,0,174,34,0
29,0,66,18,1
85,1,108,50,0
34,0,135,47,0
75,1,161,52,0
56,1,30,72,0
56,0,135,73,0
38,0,137,49,0
87,1,126,11,0
37,0,193,74,0
52,1,62,8,0
21,1,117,22,1
64,1,87,73,0
34,1,49,30,0
42,0,27,80,1
41,0,46,96,0
59,1,124,54,0
37,1,47,84,0
73,1,129,10,0
34,1,198,73,0
24,0,43,90,0
55,0,112,53,0
69,0,189,51,0
34,0,50,34,0
43,0,187,8,0
45,0,71,12,1
26,0,169,77,0
50,1,101,58,0
62,0,22,17,1
39,0,43,21,0
25,0,136,18,0
81,1,43,8,0
34,0,48,93,0
60,0,143,93,0
75,0,108,67,0
66,0,39,35,0
89,1,22,87,0
20,1,196,64,0
35,1,77,89,0
70,1,69,77,1
37,0,160,76,0
65,0,186,4,0
57,1,138,51,0
86,0,152,42,0
65,1,127,4,0
31,1,167,21,0
84,0,170,47,0
74,1,135,13,0
41,0,178,18,0
84,1,139,19,0
82,1,135,74,0
60,0,21,100,0
72,0,151,8,0
65,1,57,75,0
30,1,54,9,0
87,0,190,23,0
25,0,81,2,0
80,0,64,38,0
88,0,29,84,0
76,1,179,4,0
73,1,99,19,0
79,0,40,15,0
71,0,180,57,0
54,1,188,70,0
61,0,23,55,1
83,1,123,79,0
43,0,123,22,1
82,0,166,81,0
37,0,169,52,0
28,1,159,40,0
35,1,153,61,0
65,0,104,35,0
58,1,24,45,0
85,1,98,11,0
27,0,156,3,0
77,1,138,64,0
67,1,112,15,1
90,0,100,56,0
36,1,159,92,0
64,0,69,88,1
53,1,88,3,0
68,1,110,43,0
53,0,196,26,0
58,1,38,11,0
72,0,21,82,1
32,0,89,88,0
38,0,87,97,0
81,1,197,87,0
43,0,173,76,0
86,0,39,25,0
52,0,102,40,0
51,0,78,43,0
27,1,72,66,0
69,0,146,95,0
31,0,175,79,0
34,0,88,13,0
48,0,172,8,0
52,1,29,41,0
42,0,142,33,0
84,0,36,66,0
24,0,98,40,0
36,1,153,19,0
40,0,67,16,1
34,1,55,20,0
29,0,44,1,0
36,0,27,34,0
64,1,72,97,0
61,1,106,60,0
88,1,131,84,0
48,0,33,29,1
73,0,163,70,0
32,0,64,81,0
76,0,99,73,0
42,0,35,66,0
40,0,53,42,0
80,0,166,49,0
18,0,113,21,1
63,1,138,5,0
78,0,141,67,0
90,1,182,52,0
33,1,22,5,0
81,0,181,46,0
26,0,178,27,0
29,1,90,4,0
19,0,41,23,0
36,1,169,94,0
46,0,42,10,0
76,1,91,4,0
63,0,122,73,1
28,1,90,94,0
23,1,171,19,0
56,1,157,20,0
84,0,135,17,0
50,1,92,47,0
36,0,198,37,0
19,0,88,85,0
89,0,99,67,0
57,0,41,80,0
40,1,35,40,0
90,1,109,92,0
29,1,50,9,0
20,1,51,7,0
59,0,145,19,0
79,1,154,86,0
67,0,159,14,0
22,0,20,34,0
68,1,99,89,0
54,1,126,89,0
31,1,35,46,0
23,0,154,20,0
30,1,45,10,0
22,1,144,100,0
67,1,68,53,1
83,0,106,43,0
59,1,89,28,0
35,1,173,41,0
62,1,112,38,0
64,0,74,91,0
64,1,168,46,0
40,1,193,39,0
33,0,114,89,0
63,1,127,20,1
41,0,23,9,0
18,1,22,55,0
51,1,191,97,0
74,1,153,39,0
50,1,187,72,0
56,0,152,8,0
66,0,151,42,0
19,1,191,95,0
88,0,171,83,0
59,1,82,14,0
78,0,52,84,0
52,1,131,21,0
33,1,127,83,0
66,1,86,88,0
76,1,95,45,0
63,0,26,58,1
28,0,107,66,0
61,0,199,3,0
83,0,53,4,0
53,1,50,46,0
75,1,32,23,0
48,1,107,15,0
73,1,146,59,0
79,0,133,71,0
44,0,150,87,0
78,1,105,70,0
29,1,31,69,0
26,1,140,35,0
30,1,94,48,0
76,1,93,48,0
76,1,114,66,0
59,0,56,96,0
62,1,80,74,1
52,1,165,15,0
63,1,120,28,1
42,1,117,19,1
80,1,119,66,0
77,1,189,1,0
84,1,50,84,0
31,0,153,43,0
59,1,196,82,0
47,1,27,12,1
37,0,40,3,0
87,1,33,2,0
30,0,140,7,0
22,0,32,99,0
66,0,98,26,0
39,0,80,47,1
86,0,136,90,0
60,1,174,64,0
72,0,176,60,0
87,1,155,17,0
27,0,137,51,0
71,0,36,49,1
28,1,68,4,0
42,0,24,95,0
24,0,150,90,0
89,1,169,76,0
58,1,73,73,0
67,1,152,43,0
86,1,187,1,0
78,0,135,61,0
34,0,151,18,0
43,1,123,43,1
45,0,163,21,0
90,1,99,97,0
60,1,117,92,0
67,1,82,60,0
52,1,47,76,0
54,1,29,37,0
46,0,148,90,0
70,1,117,46,1
72,0,126,11,0
56,1,166,2,0
71,0,70,90,0
40,1,189,8,0
48,1,99,37,0
80,0,125,42,0
61,1,114,53,1
51,0,71,1,0
38,1,43,3,0
83,0,173,52,0
79,0,195,63,0
46,0,97,15,0
47,0,172,86,0
27,1,108,45,1
28,0,138,62,0
56,1,167,87,0
88,1,188,95,0
29,1,67,3,0
77,1,86,13,0
90,0,119,42,0
79,1,180,93,0
79,0,60,42,0
51,0,179,18,0
28,1,77,59,0
53,0,118,28,0
87,1,63,73,0
56,1,120,86,0
80,1,43,20,0
34,0,28,7,0
37,1,191,45,0
76,1,120,21,0
48,1,72,72,1
79,0,163,75,0
72,1,23,20,1
86,0,68,58,0
42,1,192,69,0
28,0,155,58,0
34,0,162,81,0
18,0,118,20,1
32,0,66,84,0
77,0,196,71,0
70,0,159,43,0
37,0,99,86,0
28,1,43,88,0
44,1,44,81,1
24,0,56,62,0
32,1,178,76,0
37,1,54,37,0
19,0,74,43,1
53,0,66,80,1
22,1,193,73,0
45,1,190,57,0
18,0,150,57,0
56,1,142,16,0
65,1,25,18,1
53,0,44,64,0
83,0,101,78,0
64,1,58,48,1
84,0,168,69,0
51,0,33,31,0
64,0,26,57,1
40,1,59,34,0
49,0,77,80,1
72,0,172,53,0
45,1,51,68,0
53,1,68,76,1
87,1,85,60,0
71,0,58,29,0
66,1,90,79,0
83,0,200,5,0
30,0,137,27,0
56,1,130,39,0
37,0,151,63,0
41,1,96,11,0
70,0,148,65,0
89,1,71,95,0
88,0,55,91,0
26,0,71,11,1
55,1,169,21,0
71,0,53,32,0
86,1,81,11,0
54,1,74,89,0
52,0,160,95,0
28,0,41,72,0
43,1,103,7,0
89,1,147,85,0
87,1,98,4,0
35,0,189,38,0
73,1,165,70,0
19,1,180,33,0
84,0,77,49,0
74,1,29,18,1
27,0,112,11,0
61,1,62,74,1
41,0,138,79,0
27,1,190,92,0
84,0,28,86,0
64,1,107,60,0
88,1,43,28,0
81,1,157,64,0
28,0,46,45,0
45,0,28,98,0
86,0,74,95,0
41,0,110,66,0
34,0,103,53,0
46,1,197,37,0
85,0,54,84,0
50,1,58,74,0
18,0,93,47,0
74,0,84,17,0
84,1,28,61,0
25,0,110,4,0
36,1,73,3,0
41,0,33,98,0
42,0,177,46,0
81,0,101,23,0
25,1,122,95,0
26,0,95,40,0
24,0,191,97,0
22,1,173,90,0
42,0,80,33,0
71,1,152,93,0
63,0,141,23,0
54,0,162,1,0
45,1,184,18,0
89,0,127,93,0
53,1,161,12,0
75,0,59,76,0
57,0,162,28,0
86,0,99,55,0
39,0,81,3,0
56,0,178,90,0
67,1,56,42,0
35,1,47,49,0
39,1,59,8,0
75,0,125,25,0
66,1,65,100,0
52,1,85,58,0
57,0,194,33,0
22,0,48,92,0
59,1,137,37,0
41,1,35,79,1
69,1,155,67,0
59,1,128,49,0
77,0,43,43,0
83,0,138,11,0
37,0,152,100,0
73,1,103,44,0
80,1,196,67,0
22,1,49,84,0
36,1,139,87,0
70,0,32,24,1
57,1,50,12,0
72,1,40,56,0
73,1,144,73,0
35,1,135,20,0
57,1,83,10,0
38,0,146,76,0
58,0,103,93,0
53,0,149,6,0
77,0,43,27,0
82,1,105,30,0
24,1,178,7,0
79,0,105,76,0
30,0,179,74,0
42,0,124,57,1
53,1,189,62,0
31,1,103,51,0
26,0,49,89,0
87,1,171,35,0
49,0,112,34,0
78,0,28,3,0
25,1,194,56,0
32,0,83,70,0
43,0,102,33,0
50,0,27,22,1
43,0,140,19,0
51,0,32,59,0
71,1,165,44,0
86,0,25,27,0
42,1,132,2,0
66,1,188,6,0
37,1,39,46,0
52,0,199,48,0
43,0,99,20,0
56,0,187,47,0
42,1,104,39,0
29,1,191,73,0
89,0,170,30,0
20,0,61,99,0
51,1,24,14,1
77,0,151,61,0
22,0,156,37,0
52,0,116,92,0
50,1,127,25,1
86,1,100,56,0
37,0,66,69,0
50,1,46,33,0
46,1,43,63,0
20,1,160,10,0
60,1,155,81,0
66,0,98,34,0
58,1,130,40,0
77,1,114,56,0
25,0,193,61,0
36,1,26,27,0
83,0,53,29,0
72,1,91,85,0
37,0,59,29,0
22,1,87,18,0
48,0,180,78,0
69,0,34,1,0
51,1,42,86,0
62,1,178,83,0
58,1,53,76,0
84,0,42,92,0
34,0,44,39,0
62,1,68,71,1
74,1,188,34,0
78,0,185,73,0
69,1,112,66,0
69,0,41,23,1
29,1,29,47,1
74,1,178,25,0
31,0,25,63,0
79,0,78,32,0
34,1,114,63,0
80,0,130,44,0
61,0,108,71,0
89,0,130,54,0
50,1,114,31,0
51,1,119,31,0
19,0,76,60,0
20,0,94,25,0
22,0,39,69,0
39,1,90,86,0
72,1,167,4,0
53,0,86,13,0
34,1,174,2,0
39,1,164,98,0
72,0,41,20,0
77,0,78,82,0
52,1,121,80,1
82,1,73,51,0
63,0,94,30,0
83,1,66,3,0
35,1,167,95,0
65,1,112,93,0
47,1,162,18,0
43,1,151,87,0
51,1,77,87,0
81,0,141,1,0
41,0,175,32,0
24,1,108,20,1
61,1,149,92,0
39,0,55,21,0
32,1,172,17,0
90,0,70,55,0
66,1,180,57,0
41,0,57,16,0
43,1,121,81,1
86,0,158,92,0
26,1,119,57,1
19,0,177,36,0
74,0,58,2,0
68,1,190,25,0
84,0,148,44,0
19,0,139,44,0
83,0,88,80,0
38,0,141,26,0
39,0,39,57,0
61,0,113,93,0
84,0,190,1,0
42,0,36,18,1
81,1,117,65,0
24,1,98,82,0
49,1,160,49,0
46,1,144,29,0
32,0,78,83,0
68,0,134,22,0
30,0,137,91,0
48,0,138,85,0
22,0,150,94,0
89,1,152,20,0
52,1,187,12,0
20,0,149,20,0
90,1,141,93,0
42,1,179,63,0
31,1,122,18,0
52,1,134,11,0
85,0,199,49,0
84,0,178,48,0
89,0,140,58,0
79,1,123,13,0
85,1,147,24,0
39,1,27,80,1
64,1,159,38,0
19,1,135,69,0
78,1,159,72,0
63,1,195,30,0
65,0,47,14,0
74,0,187,14,0
70,1,189,59,0
53,0,113,11,0
51,1,76,53,1
58,0,141,84,0
31,0,41,12,0
69,1,41,14,0
25,1,67,28,1
49,1,150,16,0
87,1,69,79,0
28,0,106,88,0
32,1,197,74,0
43,0,49,94,0
84,1,169,3,0
21,1,38,11,0
88,1,198,91,0
38,0,163,61,0
23,1,84,38,0
45,1,21,23,1
52,0,109,7,0
81,1,110,40,0
35,0,106,93,0
63,0,143,31,0
58,0,81,37,0
29,0,179,50,0
44,1,31,17,1
20,1,58,56,0
49,1,71,92,0
78,0,49,65,0
55,1,52,62,0
49,1,95,4,0
29,1,153,21,0
24,0,58,86,0
54,1,191,57,0
29,1,37,54,1
27,1,178,90,0
20,0,165,56,0
78,1,70,68,0
59,1,144,28,0
71,1,198,67,0
21,0,30,34,0
29,0,145,43,0
89,1,196,12,0
80,1,122,88,0
77,0,166,86,0
67,1,168,61,0
22,0,94,38,0
42,0,113,42,0
54,0,148,27,0
84,0,154,63,0
37,0,34,27,0
82,1,102,100,0
25,1,31,51,1
80,1,151,26,0
34,1,171,73,0
74,0,25,34,0
43,1,196,39,0
64,1,190,82,0
54,1,93,93,0
72,1,46,13,0
55,0,145,64,0
40,1,22,29,0
71,1,73,47,1
45,1,141,43,0
34,0,185,83,0
83,1,101,66,0
65,1,129,59,0
27,0,109,14,1
77,0,81,39,0
69,1,130,70,0
54,1,26,71,0
19,0,27,95,0
70,0,108,46,0
78,0,157,75,0
71,0,144,28,0
22,0,192,40,0
76,0,99,88,0
26,1,28,7,0
71,0,72,12,0
77,0,145,60,0
46,1,84,52,1
81,0,109,56,0
57,1,125,99,0
51,1,168,39,0
25,0,43,47,1
52,1,97,28,0
72,1,72,41,0
39,0,80,20,1
48,1,44,62,0
77,0,125,8,0
52,0,70,81,1
56,1,59,47,0
90,1,148,85,0
52,0,25,90,0
65,1,51,29,0
90,0,196,23,0
45,1,143,2,0
57,0,149,14,0
79,1,37,74,0
87,0,51,67,0
33,0,61,89,0
71,0,148,90,0
19,0,128,78,1
41,1,67,50,1
24,0,153,54,0
57,0,171,45,0
32,0,169,39,0
31,1,181,92,0
60,1,128,51,1
89,1,164,51,0
66,0,25,11,1
49,0,76,100,0
80,0,157,97,0
74,1,174,77,0
27,1,163,64,0
87,0,181,69,0
79,0,110,39,0
23,0,93,56,0
38,1,122,46,1
48,1,34,43,1
54,1,194,12,0
44,0,136,95,0
85,1,77,1,0
18,0,58,52,0
28,0,100,60,0
70,1,62,37,0
39,0,149,71,0
59,0,43,70,0
26,0,77,46,1
18,1,75,95,0
36,1,146,44,0
62,1,108,97,0
60,1,26,72,0
90,1,158,77,0
64,1,119,62,0
52,1,173,28,0
32,0,174,70,0
29,0,128,24,1
30,0,129,43,0
90,0,24,73,0
21,0,137,24,0
31,1,173,13,0
73,1,48,21,0
66,0,63,40,0
19,1,179,29,0
50,1,92,49,0
39,0,56,48,0
81,0,122,8,0
90,0,185,55,0
50,0,42,77,0
77,0,32,76,0
36,1,102,22,0
47,1,22,20,1
71,0,113,65,0
52,1,93,46,0
28,0,196,2,0
76,0,81,13,0
31,1,47,52,0
44,1,57,87,0
86,0,130,68,0
72,1,172,52,0
52,1,55,27,0
86,0,132,57,0
34,0,69,49,0
69,1,151,44,0
46,0,122,80,1
84,0,171,10,0
31,0,131,6,0
57,0,135,46,0
38,0,69,22,1
36,0,180,92,0
53,1,22,14,0
62,0,126,74,1
71,0,69,84,1
32,1,133,54,0
20,0,24,42,0
89,1,149,16,0
55,0,78,57,0
59,1,174,3,0
24,0,77,89,0
66,1,159,51,0
53,0,24,20,1
71,0,33,33,0
49,1,34,77,1
23,1,52,44,0
18,0,187,55,0
47,1,132,11,0
24,0,115,30,0
21,0,84,6,0
68,0,39,98,0
45,1,149,88,0
66,1,124,91,0
51,0,175,45,0
45,1,135,100,0
67,0,56,95,0
20,1,37,16,1
27,1,119,20,1
40,1,85,93,0
24,1,140,68,0
26,1,193,5,0
57,0,74,48,0
90,0,146,10,0
77,0,76,94,0
26,0,198,47,0
82,0,59,51,0
36,0,185,43,0
23,1,74,97,0
22,0,28,27,1
47,0,159,23,0
54,0,149,6,0
37,1,143,94,0
77,0,25,89,0
36,0,40,48,0
46,0,174,56,0
60,1,190,66,0
86,0,133,64,0
63,0,31,75,1
63,0,58,55,1
89,0,164,60,0
27,0,198,70,0
49,0,115,55,1
27,1,111,76,1
48,1,74,83,1
22,0,108,65,0
56,0,186,9,0
80,0,29,41,0
24,0,78,99,0
78,0,93,6,0
72,0,179,39,0
74,0,97,8,0
86,0,95,52,0
19,0,195,89,0
57,0,166,30,0
67,1,172,100,0
30,1,148,58,0
80,1,199,40,0
81,0,162,72,0
86,1,172,45,0
71,0,106,18,0
39,0,110,82,1
85,0,62,26,0
38,0,192,15,0
59,0,100,61,0
87,0,49,81,0
75,1,95,4,0
62,1,82,94,0
87,1,126,89,0
49,0,20,83,1
73,0,200,42,0
58,0,180,74,0
75,1,127,96,0
21,0,173,9,0
70,1,198,43,0
33,0,193,74,0
36,0,37,39,0
38,0,105,46,0
63,0,71,48,1
56,1,107,48,0
73,1,72,89,0
78,0,21,58,0
68,1,27,62,0
69,0,92,66,0
65,1,22,62,0
59,1,68,99,0
85,1,118,79,0
49,0,60,74,0
65,0,129,69,0
88,1,49,31,0
38,1,119,19,1
83,0,140,54,0
37,0,70,41,0
25,1,59,37,0
20,1,160,13,0
18,1,31,28,0
55,1,47,71,0
28,0,87,47,0
73,1,165,33,0
44,1,155,3,0
31,0,66,95,0
90,1,143,84,0
18,0,186,2,0
51,0,57,51,0
47,1,82,93,0
45,0,99,11,0
86,0,112,19,0
30,1,62,25,0
33,0,149,32,0
74,1,64,5,0
28,1,135,46,0
59,1,46,1,0
66,0,166,29,0
65,0,63,1,0
55,1,158,29,0
65,1,50,80,0
77,0,129,28,0
80,0,198,96,0
64,1,59,84,1
75,1,53,77,0
74,1,21,64,0
88,0,105,26,0
21,0,189,48,0
58,1,179,93,0
38,0,179,23,0
89,1,43,12,0
18,1,150,93,0
20,1,70,34,0
89,1,195,7,0
66,0,140,43,0
85,0,82,5,0
71,1,97,58,0
71,0,22,39,0
28,1,82,26,0
81,0,45,3,0
83,1,150,93,0
39,0,66,14,1
65,0,60,19,1
50,1,187,76,0
78,0,32,24,0
47,0,21,70,0
63,1,57,21,1
88,0,189,56,0
87,0,82,9,0
77,0,118,81,0
38,1,175,68,0
60,1,199,45,0
85,0,136,97,0
76,1,102,43,0
31,0,149,44,0
76,0,129,1,0
58,1,194,53,0
81,0,190,44,0
24,0,81,35,0
22,0,169,10,0
21,1,178,85,0
50,1,148,73,0
22,0,132,6,0
30,1,42,46,0
89,1,110,61,0
33,0,87,88,0
60,1,99,21,0
34,0,123,8,0
55,1,120,80,0
85,0,142,97,0
65,1,67,29,1
51,1,163,16,0
86,1,83,96,0
55,1,175,63,0
57,0,51,47,0
18,0,94,26,0
44,0,75,92,0
67,0,95,3,0
64,1,98,72,0
62,1,61,82,1
87,1,159,9,0
71,0,150,38,0
31,1,122,43,0
67,0,118,78,1
73,1,189,21,0
57,1,38,2,0
22,1,63,42,0
68,0,108,63,0
88,1,140,88,0
23,0,153,17,0
26,1,90,94,0
46,1,81,46,1
35,0,74,6,0
74,0,83,41,0
48,1,48,39,0
69,1,162,94,0
90,1,122,29,0
29,1,25,8,0
79,1,182,59,0
38,0,164,10,0
60,1,46,91,0
26,0,59,50,1
60,1,50,1,0
38,1,33,6,0
81,0,147,30,0
50,0,142,44,0
46,1,166,56,0
74,1,50,60,0
84,0,134,38,0
20,0,43,65,0
23,1,37,11,0
49,0,151,16,0
41,1,72,5,0
39,0,64,23,1
69,1,79,50,1
85,0,129,63,0
86,0,48,44,0
20,0,137,78,0
60,0,167,99,0
67,1,66,90,0
87,1,49,62,0
75,1,148,36,0
29,1,51,97,0
49,0,138,77,0
78,1,129,45,0
75,0,31,62,0
45,0,45,48,0
71,0,152,42,0
54,1,117,24,0
49,0,143,51,0
33,1,120,71,0
47,0,91,83,0
59,0,87,78,0
65,0,169,49,0
48,1,103,18,0
61,1,22,57,1
43,1,160,71,0
39,1,34,65,0
45,0,54,36,0
31,1,45,89,0
21,0,152,18,0
46,0,74,77,1
45,0,129,15,1
53,0,47,25,0
42,0,153,41,0
43,1,117,10,0
79,0,160,34,0
84,0,36,30,0
56,1,121,64,0
19,0,54,55,0
36,0,121,16,0
88,1,184,1,0
28,0,157,80,0
58,0,54,29,0
59,1,134,56,0
65,0,47,7,0
73,1,187,28,0
25,0,37,68,0
77,0,77,80,0
81,0,173,18,0
26,0,147,50,0
50,1,34,76,1
26,1,118,51,1
81,1,57,46,0
77,1,152,36,0
35,1,99,41,0
62,0,39,100,0
45,0,92,38,0
55,0,130,24,0
50,0,28,64,0
50,1,95,68,0
41,1,84,21,0
53,0,151,9,0
69,1,95,14,0
60,0,178,86,0
86,1,161,5,0
57,0,57,57,0
89,0,42,42,0
33,0,79,3,0
71,0,79,45,0
50,1,109,4,0
50,0,129,89,0
66,1,118,80,1
19,1,50,70,0
55,0,141,7,0
77,0,194,59,0
41,0,176,44,0
85,1,184,56,0
70,0,166,36,0
35,0,97,77,0
40,1,107,85,0
67,0,109,64,0
63,1,175,35,0
48,0,49,69,0
41,0,172,22,0
67,1,92,7,0
44,1,196,89,0
89,1,189,60,0
86,1,61,87,0
59,1,158,66,0
65,0,50,53,0
37,0,118,32,0
64,1,73,82,1
84,0,174,23,0
83,0,144,44,0
46,1,55,22,0
40,0,138,11,0
32,0,88,48,0
38,0,168,93,0
60,1,190,94,0
58,1,94,42,0
22,1,124,48,1
49,1,91,39,0
62,1,50,28,0
83,0,44,80,0
75,0,73,43,0
83,1,67,76,0
48,1,182,85,0
31,0,49,64,0
30,1,135,29,0
77,0,183,70,0
54,1,57,99,0
79,0,121,11,0
74,0,46,62,0
89,1,172,57,0
72,0,64,95,0
26,1,109,36,0
44,0,89,16,0
56,0,151,19,0
70,1,69,13,1
36,0,170,44,0
75,0,84,71,0
82,0,41,94,0
51,1,107,97,0
54,1,146,81,0
25,1,38,26,1
36,1,130,59,0
64,0,142,8,0
57,1,105,89,0
25,1,21,73,1
59,0,162,8,0
68,0,113,90,0
68,0,86,52,0
33,0,175,12,0
64,1,114,22,1
21,1,183,66,0
57,0,91,41,0
85,1,72,93,0
25,1,44,45,0
56,1,150,58,0
47,1,169,34,0
25,1,117,27,1
20,1,147,46,0
24,0,152,62,0
34,0,36,7,0
53,0,135,57,0
78,1,156,92,0
46,0,158,33,0
43,1,50,7,0
32,0,71,77,0
79,0,193,54,0
68,0,189,37,0
87,1,180,89,0
42,1,41,39,0
85,1,104,34,0
56,0,87,70,0
72,0,140,19,0
48,1,145,89,0
63,0,168,16,0
32,0,111,23,0
41,0,107,59,0
22,0,87,100,0
22,1,100,55,0
54,0,101,21,0
45,0,77,32,0
41,1,139,65,0
62,1,110,25,1
22,0,192,93,0
77,0,59,93,0
66,0,142,96,0
26,0,178,65,0
78,0,134,68,0
73,0,138,72,0
68,1,51,65,0
54,1,66,37,0
18,0,80,51,1
26,1,117,48,1
45,0,91,76,0
61,0,64,79,1
64,1,29,9,0
83,0,41,28,0
84,0,163,57,0
76,0,157,14,0
83,0,132,72,0
45,1,72,84,1
88,1,129,10,0
62,1,29,77,1
84,1,103,49,0
44,1,40,98,0
40,0,169,20,0
58,0,65,20,0
71,1,36,11,0
50,0,110,69,0
45,0,117,33,0
81,0,40,40,0
50,0,156,82,0
74,1,112,42,0
26,0,179,1,0
51,1,177,83,0
